WELL_ID,DATE,CURRENT,PRESS_DESC,FREQUENCY,PRESS_INT,TEMP_INT,TEMP_MOT,OUT_VOLT,VIBRATION,PRESS_INTK,TEMP_INTK,WellFailure
DEEPWATER-EU2FJA,2020-01-04 14:03:50,50.400002,3899.8,56.5,809.39996,230.89999,283.5,462.10001,1.1007465,,,
DEEPWATER-4TYG1P,2020-01-04 14:04:05,0.0,4149.1001,0.0,4151.0,222.59999,223.7,0.0,0.20013572,,,
DEEPWATER-1WHBG2,2020-01-04 14:04:23,101.3,,,,,,,,,,
DEEPWATER-BZZIEL,2020-01-04 14:04:33,36.200001,4008.8999,60.0,379.99997,233.39999,285.79999,450.60001,0.10006786,,,
DEEPWATER-U3TTRI,2020-01-04 14:04:59,16.799999,7186.7998,48.0,743.59998,468.0,527.0,382.0,0.60040712,,,
DEEPWATER-DTL53P,2020-01-04 14:05:08,28.0,4080.0,52.0,331.0,237.60001,276.60001,392.60001,0.20013572,,,
DEEPWATER-XX0DST,2020-01-04 14:07:03,20.5,3757.8999,61.5,199.3,253.39999,292.10001,413.29999,0.20013572,,,
DEEPWATER-1WHBG2,2020-01-04 14:07:23,101.3,,63.0,,,,,,,,
DEEPWATER-1UBHZV,2020-01-04 14:07:35,25.0,4279.6001,52.0,274.0,256.30002,282.89999,472.70001,0.40027145,,,
DEEPWATER-RU0CIY,2020-01-04 14:08:11,28.0,3669.0,55.400002,364.69998,,341.10001,,0.30020356,,,
DEEPWATER-453GJ0,2020-01-04 14:09:35,31.200001,0.0,63.0,0.0,32.0,32.0,464.39999000000006,0.0,,,
DEEPWATER-BZZIEL,2020-01-04 14:10:33,36.200001,3992.4998,60.0,380.89999,233.39999,285.60001,452.79999,0.10006786,,,
DEEPWATER-GMAJKI,2020-01-04 14:11:10,44.099998,0.0,50.0,0.0,32.0,32.0,427.79999,0.0,,,
DEEPWATER-EEJC2O,2020-01-04 14:11:27,22.799999,4016.2,62.0,332.79999,246.2,277.70001,472.0,0.30020356,,,
DEEPWATER-4TYG1P,2020-01-04 14:12:05,0.0,4149.2002,0.0,,,223.7,0.0,,,,
DEEPWATER-RU0CIY,2020-01-04 14:12:10,28.0,3666.5999,55.5,370.60001,226.60001,340.0,,0.30020356,,,
DEEPWATER-4TYG1P,2020-01-04 14:13:05,0.0,4149.1001,0.0,4151.0,222.59999,223.90001,0.0,0.20013572,,,
DEEPWATER-GROQ2A,2020-01-04 14:14:06,20.5,4116.5,57.0,543.19995,230.89999,278.39999,447.89999000000006,0.30020356,,,
DEEPWATER-AHJLPP,2020-01-04 14:14:11,28.0,3453.3999,60.0,292.79999,244.0,280.39999,,0.20013572,,,
DEEPWATER-IDE13P,2020-01-04 14:14:28,65.400002,3818.2998,55.0,448.39999000000006,228.60001,267.39999,438.70001,0.40027145,,,
DEEPWATER-M24OXR,2020-01-04 14:14:54,55.099998,3856.3999,55.0,427.59998,233.8,273.39999,423.29999,0.20013572,,,
DEEPWATER-LGIE0L,2020-01-04 14:14:54,68.900002,3379.3999,57.0,365.5,235.0,296.39999,447.39999000000006,0.30020356,,,
DEEPWATER-0KPXEZ,2020-01-04 14:14:54,20.5,3997.7,57.540001,239.89999,268.0,298.39999,,0.20013572,,,
DEEPWATER-1WHBG2,2020-01-04 14:15:23,101.2,4695.2998,63.0,1985.9999,226.8,295.0,,0.40027145,,,
DEEPWATER-4TYG1P,2020-01-04 14:16:05,0.0,4149.2002,0.0,4151.0,222.59999,223.7,0.0,0.20013572,,,
DEEPWATER-MU3BOW,2020-01-04 14:16:11,64.0,3824.7,51.0,790.60004,215.8,278.80002,,0.20013572,,,
DEEPWATER-CEO3A4,2020-01-04 14:20:00,34.5,4061.0999,65.5,308.29999,230.89999,291.20001,433.20001,0.50033927,,,
DEEPWATER-JCS1GP,2020-01-04 14:20:00,21.299999,3920.0999,56.900002,200.40001,257.39999,304.29999,,0.30020356,,,
DEEPWATER-TPS1RK,2020-01-04 14:20:00,45.0,6805.7998,62.799999,1146.7,455.0,654.79998,,0.20013572,,,
DEEPWATER-UVG14O,2020-01-04 14:20:00,22.0,3610.1997,53.299999,361.19998,244.0,288.0,,0.30020356,,,
DEEPWATER-A5W4QG,2020-01-04 14:20:00,22.700001,3942.0,54.0,273.10001,227.3,259.89999,,0.20013572,,,
DEEPWATER-ISTQBO,2020-01-04 14:20:00,30.700001,3955.4998,66.0,257.09998,220.79999,306.09998,457.70001,0.30020356,,,
DEEPWATER-RU0CIY,2020-01-04 14:20:00,28.0,3672.2998,55.400002,364.29999,226.89999,339.60001,,0.30020356,,,
DEEPWATER-VKCG0Y,2020-01-04 14:20:31,24.6,4169.1001,54.0,449.99997,235.39999,278.80002,424.70001,0.10006786,,,
DEEPWATER-34JETX,2020-01-04 14:21:06,25.0,0.0,52.5,0.0,32.0,32.0,410.10001,0.0,,,
DEEPWATER-BZZIEL,2020-01-04 14:22:33,36.299999,4000.0999,,382.99997,233.39999,285.39999,452.0,0.10006786,,,
DEEPWATER-BPUSBG,2020-01-04 14:23:01,62.599998,4289.2002,56.0,564.0,228.0,282.39999,430.20001,0.20013572,,,
DEEPWATER-RU0CIY,2020-01-04 14:23:03,27.0,3671.7998,55.5,362.19998,226.89999,341.39999,,0.30020356,,,
DEEPWATER-TXV4MX,2020-01-04 14:23:47,39.0,0.0,55.400002,0.0,-3.0517577999999995e-06,-3.0517577999999995e-06,,0.0,,,
DEEPWATER-EU2FJA,2020-01-04 14:23:50,50.5,3902.4998,56.5,809.39996,230.89999,283.59998,464.5,1.1007465,,,
DEEPWATER-1UBHZV,2020-01-04 14:24:35,23.700001,4158.2002,52.0,275.60001,256.30002,283.5,473.39999000000006,0.40027145,,,
DEEPWATER-DTL53P,2020-01-04 14:25:08,28.0,4079.4001,52.0,331.0,237.60001,276.39999,394.60001,0.20013572,,,
DEEPWATER-XX0DST,2020-01-04 14:27:03,23.200001,3773.3999,62.5,199.79999,253.2,291.69998,419.89999000000006,0.20013572,,,
DEEPWATER-1UBHZV,2020-01-04 14:27:35,24.9,4279.7002,52.0,274.5,256.30002,283.5,473.39999000000006,0.40027145,,,
DEEPWATER-453GJ0,2020-01-04 14:29:35,31.1,0.0,63.0,0.0,32.0,32.0,461.70001,0.0,,,
DEEPWATER-RU0CIY,2020-01-04 14:30:14,28.0,3672.3997,55.400002,363.19998,227.8,340.0,,,,,
DEEPWATER-BZZIEL,2020-01-04 14:30:33,36.200001,3994.8999,60.0,383.89999,233.39999,285.60001,453.60001,0.10006786,,,
DEEPWATER-GMAJKI,2020-01-04 14:31:10,44.0,0.0,50.0,0.0,32.0,32.0,427.79999,0.0,,,
DEEPWATER-RU0CIY,2020-01-04 14:31:20,30.0,3668.0999,55.400002,363.39999,,339.10001,,0.30020356,,,
DEEPWATER-EEJC2O,2020-01-04 14:31:27,23.200001,3986.3999,62.0,317.79999,246.60001,278.39999,470.5,0.30020356,,,
DEEPWATER-4TYG1P,2020-01-04 14:32:05,0.0,4149.2998,0.0,4151.1997,222.59999,223.5,0.0,0.20013572,,,
DEEPWATER-GROQ2A,2020-01-04 14:34:06,20.799999,4112.2998,57.0,541.7999900000001,230.89999,278.19998,446.39999000000006,0.20013572,,,
DEEPWATER-AHJLPP,2020-01-04 14:34:11,29.0,3461.2,59.900002,293.0,244.0,280.39999,,0.30020356,,,
DEEPWATER-IDE13P,2020-01-04 14:34:28,65.5,3821.8999,55.0,448.5,228.60001,267.30002,434.5,0.40027145,,,
DEEPWATER-LGIE0L,2020-01-04 14:34:54,69.0,3379.6001,57.0,362.79999,234.89999,296.60001,447.5,0.20013572,,,
DEEPWATER-M24OXR,2020-01-04 14:34:54,54.799999,3830.1001,55.0,427.49997,233.8,273.39999,424.29999,0.20013572,,,
DEEPWATER-0KPXEZ,2020-01-04 14:34:54,20.799999,3999.9998,58.0,240.09999,268.0,298.39999,,0.20013572,,,
DEEPWATER-DTL53P,2020-01-04 14:35:08,27.700001,4082.2,52.0,330.89999,237.60001,276.39999,395.0,0.20013572,,,
DEEPWATER-1WHBG2,2020-01-04 14:35:23,101.2,4696.2998,63.0,1986.2,226.8,295.20001,,0.40027145,,,
DEEPWATER-RU0CIY,2020-01-04 14:39:18,29.0,3673.0,55.400002,365.39999,227.8,325.89999,,0.30020356,,,
DEEPWATER-RU0CIY,2020-01-04 14:39:35,30.0,3673.3999,55.400002,365.5,228.0,325.89999,,,,,
DEEPWATER-1UBHZV,2020-01-04 14:39:35,23.799999,4235.0996,52.0,271.5,256.30002,283.79999,475.20001,0.40027145,,,
DEEPWATER-A5W4QG,2020-01-04 14:40:00,22.700001,3943.7,54.0,273.29999,227.3,259.89999,,0.30020356,,,
DEEPWATER-TPS1RK,2020-01-04 14:40:00,45.0,6802.4,62.700001,1142.8999,454.19998,654.40002,,0.20013572,,,
DEEPWATER-ISTQBO,2020-01-04 14:40:00,30.799999,3952.5,66.0,257.0,220.79999,306.09998,456.70001,0.30020356,,,
DEEPWATER-JCS1GP,2020-01-04 14:40:00,22.9,3939.5999,58.400002,200.59999,257.39999,304.20001,,0.30020356,,,
DEEPWATER-UVG14O,2020-01-04 14:40:00,22.0,3604.1001,53.299999,361.39999,244.0,288.0,,0.30020356,,,
DEEPWATER-CEO3A4,2020-01-04 14:40:00,34.5,4058.2998,65.5,307.59998,230.7,291.20001,434.39999000000006,0.50033927,,,
DEEPWATER-RU0CIY,2020-01-04 14:40:00,30.0,3673.3999,55.400002,365.5,228.0,325.89999,,,,,
DEEPWATER-VKCG0Y,2020-01-04 14:40:31,24.6,4169.7998,54.0,450.09998,235.39999,278.80002,422.89999000000006,0.20013572,,,
DEEPWATER-RU0CIY,2020-01-04 14:41:02,30.0,3675.0,55.400002,365.79999,227.7,321.60001,,,,,
DEEPWATER-RU0CIY,2020-01-04 14:41:13,29.0,3675.0,55.400002,365.79999,227.7,321.60001,,0.30020356,,,
DEEPWATER-1UBHZV,2020-01-04 14:42:35,23.799999,4172.7998,52.0,276.10001,,283.59998,472.89999000000006,,,,
DEEPWATER-BPUSBG,2020-01-04 14:43:01,62.5,4288.7002,56.0,565.7000099999999,228.0,282.60001,429.0,0.30020356,,,
DEEPWATER-TXV4MX,2020-01-04 14:43:47,39.0,0.0,55.400002,0.0,-3.0517577999999995e-06,-3.0517577999999995e-06,,0.0,,,
DEEPWATER-DTL53P,2020-01-04 14:45:08,27.9,4080.3999,52.0,330.89999,237.60001,276.30002,395.20001,0.30020356,,,
DEEPWATER-1UBHZV,2020-01-04 14:45:35,25.200001,4281.6997,52.0,274.79999,,283.5,474.60001,,,,
DEEPWATER-1UBHZV,2020-01-04 14:47:35,25.1,4285.5996,52.0,274.69998,256.30002,283.5,472.60001,0.40027145,,,
DEEPWATER-453GJ0,2020-01-04 14:49:35,30.6,0.0,63.0,0.0,32.0,32.0,464.39999000000006,0.0,,,
DEEPWATER-BZZIEL,2020-01-04 14:50:33,36.400002,3980.2,60.0,385.39996,233.60001,285.60001,454.5,0.10006786,,,
DEEPWATER-GMAJKI,2020-01-04 14:51:10,44.299999,0.0,50.0,0.0,32.0,32.0,427.60001,0.0,,,
DEEPWATER-EEJC2O,2020-01-04 14:51:27,23.1,3985.8,62.0,304.19998,247.3,278.60001,470.29999,0.30020356,,,
DEEPWATER-TPS1RK,2020-01-04 14:52:01,45.0,6803.4,62.799999,1140.8999,454.6,654.0,,0.20013572,,,
DEEPWATER-4TYG1P,2020-01-04 14:52:05,0.0,4149.3999,0.0,4151.1997,222.59999,223.7,0.0,0.20013572,,,
DEEPWATER-IDE13P,2020-01-04 14:54:28,65.199997,3836.2998,55.0,448.60001,228.60001,267.10001,437.29999,0.50033927,,,
DEEPWATER-1UBHZV,2020-01-04 14:54:35,23.799999,4276.5,52.0,274.79999,256.30002,284.0,475.0,0.40027145,,,
DEEPWATER-0KPXEZ,2020-01-04 14:54:54,20.700001,3999.7998,58.0,241.09999,268.0,298.60001,,0.20013572,,,
DEEPWATER-M24OXR,2020-01-04 14:54:54,55.400002,3873.5999,55.0,427.59998,233.8,273.39999,419.5,0.20013572,,,
DEEPWATER-LGIE0L,2020-01-04 14:54:54,69.0,3380.8999,57.0,365.20001,234.89999,296.60001,447.10001,0.20013572,,,
DEEPWATER-1WHBG2,2020-01-04 14:55:23,101.1,4694.7002,63.0,1985.9999,226.8,295.20001,,0.40027145,,,
DEEPWATER-MU3BOW,2020-01-04 14:56:11,64.5,3824.8999,51.0,795.7000099999999,215.60001,278.80002,,0.30020356,,,
DEEPWATER-1UBHZV,2020-01-04 14:57:35,24.6,4144.6001,52.0,275.10001,,,476.5,,,,
DEEPWATER-A5W4QG,2020-01-04 15:00:00,22.799999,3939.5999,54.0,273.39999,227.3,259.89999,,0.30020356,,,
DEEPWATER-CEO3A4,2020-01-04 15:00:00,35.5,4058.7998,65.5,307.29999,230.7,291.39999,434.0,0.40027145,,,
DEEPWATER-TPS1RK,2020-01-04 15:00:00,45.0,6810.2002,62.799999,1139.9,454.6,653.40002,,0.20013572,,,
DEEPWATER-UVG14O,2020-01-04 15:00:00,22.0,3609.5999,53.299999,361.49997,244.0,288.0,,0.30020356,,,
DEEPWATER-JCS1GP,2020-01-04 15:00:00,22.700001,3939.8999,58.099998,199.39999,257.5,303.79999,,0.40027145,,,
DEEPWATER-ISTQBO,2020-01-04 15:00:00,31.0,3952.0,66.0,257.20001,220.79999,306.29999,458.0,0.30020356,,,
DEEPWATER-RU0CIY,2020-01-04 15:00:00,28.0,3678.4998,55.400002,366.79999,226.60001,308.79999,,0.20013572,,,
DEEPWATER-VKCG0Y,2020-01-04 15:00:31,24.6,4171.1001,54.0,450.29999,235.39999,278.80002,422.39999000000006,0.20013572,,,
DEEPWATER-1UBHZV,2020-01-04 15:00:35,25.0,4280.7998,52.0,275.49997,256.30002,284.0,473.79999,0.40027145,,,
DEEPWATER-34JETX,2020-01-04 15:01:06,24.799999,0.0,52.5,0.0,32.0,32.0,412.60001,0.0,,,
DEEPWATER-BPUSBG,2020-01-04 15:03:01,62.5,4285.5996,56.0,567.09998,228.0,282.60001,429.10001,0.30020356,,,
DEEPWATER-TXV4MX,2020-01-04 15:03:47,39.0,0.0,55.400002,0.0,-3.0517577999999995e-06,-3.0517577999999995e-06,,0.0,,,
DEEPWATER-EU2FJA,2020-01-04 15:03:50,50.5,3901.5,56.5,809.19995,230.89999,283.5,464.89999000000006,1.1007465,,,
DEEPWATER-BZZIEL,2020-01-04 15:04:33,36.400002,3973.4998,60.0,381.89999,233.60001,285.79999,456.0,0.10006786,,,
DEEPWATER-U3TTRI,2020-01-04 15:04:59,16.799999,7186.5996,48.0,739.79998,467.20002,526.59998,382.0,0.40027144,,,
DEEPWATER-DTL53P,2020-01-04 15:05:08,28.299999,4079.7,52.0,328.79999,237.60001,276.79999,396.39999,0.30020356,,,
DEEPWATER-BPUSBG,2020-01-04 15:06:01,62.599998,4284.0,56.0,567.5,228.0,282.69998,431.39999000000006,0.30020356,,,
DEEPWATER-XX0DST,2020-01-04 15:07:03,20.6,3757.5999,61.5,199.5,253.0,292.30002,412.60001,0.20013572,,,
DEEPWATER-1UBHZV,2020-01-04 15:07:35,25.4,4283.1997,52.0,274.79999,256.30002,284.0,476.20001,0.40027145,,,
DEEPWATER-453GJ0,2020-01-04 15:09:35,30.9,0.0,63.0,0.0,32.0,32.0,462.39999000000006,0.0,,,
DEEPWATER-BZZIEL,2020-01-04 15:10:33,36.200001,3982.0999,60.0,380.69998,233.60001,285.79999,461.0,0.10006786,,,
DEEPWATER-GMAJKI,2020-01-04 15:11:10,44.400002,0.0,50.0,0.0,32.0,32.0,427.79999,0.0,,,
DEEPWATER-EEJC2O,2020-01-04 15:11:27,23.1,3977.0,62.0,291.20001,247.60001,278.60001,471.20001,0.30020356,,,
DEEPWATER-4TYG1P,2020-01-04 15:12:05,0.0,4149.2002,0.0,4151.1001,222.59999,223.7,0.0,0.20013572,,,
DEEPWATER-GROQ2A,2020-01-04 15:14:06,21.200001,4107.5,57.0,538.7999900000001,230.89999,278.10001,446.79999,0.10006786,,,
DEEPWATER-AHJLPP,2020-01-04 15:14:11,29.0,3467.3,59.900002,292.89999,244.0,280.60001,,0.20013572,,,
DEEPWATER-IDE13P,2020-01-04 15:14:28,65.199997,3834.7,55.0,448.69998,228.60001,267.30002,436.29999,0.50033927,,,
DEEPWATER-LGIE0L,2020-01-04 15:14:54,68.900002,3379.3999,57.0,366.99997,234.89999,296.80002,447.79999,0.20013572,,,
DEEPWATER-M24OXR,2020-01-04 15:14:54,55.299999,3864.0,55.0,427.49997,233.8,273.39999,421.79999,0.20013572,,,
DEEPWATER-0KPXEZ,2020-01-04 15:14:54,20.4,3999.1997,57.419998,240.39999,267.79999,298.60001,,0.20013572,,,
DEEPWATER-DTL53P,2020-01-04 15:15:08,27.9,4076.0999,52.0,328.69998,237.60001,276.60001,394.10001,0.30020356,,,
DEEPWATER-1WHBG2,2020-01-04 15:15:23,101.2,4697.3999,63.0,1986.2999,226.8,295.20001,,0.40027145,,,
DEEPWATER-BPUSBG,2020-01-04 15:18:01,62.5,4283.1997,0.83999997,567.7999900000001,228.0,282.60001,430.29999,0.20013572,,,
DEEPWATER-RU0CIY,2020-01-04 15:18:26,28.0,3677.5999,55.400002,357.19998,226.2,323.19998,,0.20013572,,,
DEEPWATER-1UBHZV,2020-01-04 15:18:35,24.0,4278.6001,52.0,275.10001,256.30002,284.0,475.39999000000006,0.40027145,,,
DEEPWATER-RU0CIY,2020-01-04 15:20:00,28.0,3677.0,55.5,358.79999,226.39999,324.90002000000004,,,,,
DEEPWATER-A5W4QG,2020-01-04 15:20:00,22.700001,3942.3999,54.0,273.5,227.3,260.10001,,0.30020356,,,
DEEPWATER-CEO3A4,2020-01-04 15:20:00,34.5,4061.0999,65.5,306.89999,230.7,291.20001,435.60001,0.50033927,,,
DEEPWATER-TPS1RK,2020-01-04 15:20:00,45.0,6838.5996,62.799999,1137.8999,454.19998,654.0,,0.10006786,,,
DEEPWATER-JCS1GP,2020-01-04 15:20:00,21.799999,3922.7998,57.200001,200.59999,257.5,304.20001,,0.30020356,,,
DEEPWATER-ISTQBO,2020-01-04 15:20:00,30.9,3947.6997,66.0,257.0,221.0,306.5,457.29999,0.30020356,,,
DEEPWATER-UVG14O,2020-01-04 15:20:00,22.0,3609.5999,53.299999,361.59998,244.0,288.09998,,0.30020356,,,
DEEPWATER-VKCG0Y,2020-01-04 15:20:31,24.799999,4170.7998,54.0,450.19998,235.39999,278.80002,424.5,0.20013572,,,
DEEPWATER-BPUSBG,2020-01-04 15:21:01,62.5,4283.3999,56.0,568.19995,,,428.79999,,,,
DEEPWATER-34JETX,2020-01-04 15:21:06,24.9,0.0,52.5,0.0,32.0,32.0,412.29999,0.0,,,
DEEPWATER-RU0CIY,2020-01-04 15:21:34,30.0,3678.7998,55.400002,360.89999,226.39999,324.5,,0.20013572,,,
DEEPWATER-1UBHZV,2020-01-04 15:21:35,25.4,4278.7998,52.0,278.0,256.30002,284.0,,,,,
DEEPWATER-BPUSBG,2020-01-04 15:23:01,62.599998,4283.3999,56.0,567.5,228.0,282.60001,429.60001,0.20013572,,,
DEEPWATER-TXV4MX,2020-01-04 15:23:47,39.0,0.0,55.400002,0.0,-3.0517577999999995e-06,-3.0517577999999995e-06,,0.0,,,
DEEPWATER-EU2FJA,2020-01-04 15:23:50,50.599998,3903.2998,56.5,809.0,230.89999,283.30002,466.29999,1.1007465,,,
DEEPWATER-RU0CIY,2020-01-04 15:24:37,29.0,3675.7,55.5,361.69998,226.60001,322.89999,,0.30020356,,,
DEEPWATER-U3TTRI,2020-01-04 15:24:59,,,48.0,,,,,,,,
DEEPWATER-DTL53P,2020-01-04 15:25:08,27.799999,4076.8999,52.0,329.5,237.60001,276.30002,396.29999,0.30020356,,,
DEEPWATER-RU0CIY,2020-01-04 15:25:28,30.0,3675.5,55.400002,361.59998,,322.89999,,,,,
DEEPWATER-RU0CIY,2020-01-04 15:25:41,30.0,3673.5,55.400002,361.69998,,320.0,,,,,
DEEPWATER-RU0CIY,2020-01-04 15:26:19,29.0,3675.8,55.5,361.69998,,,,,,,
DEEPWATER-RU0CIY,2020-01-04 15:26:38,30.0,3677.5,55.400002,361.59998,,,,,,,
DEEPWATER-XX0DST,2020-01-04 15:27:03,22.799999,3771.0999,62.0,198.8,253.2,292.10001,418.39999,0.30020356,,,
DEEPWATER-RU0CIY,2020-01-04 15:27:17,29.0,3678.2998,55.400002,361.69998,226.60001,320.0,,0.30020356,,,
DEEPWATER-1UBHZV,2020-01-04 15:27:35,25.4,4288.8999,52.0,275.19998,256.5,284.20001,475.60001,0.40027145,,,
DEEPWATER-453GJ0,2020-01-04 15:29:35,31.1,0.0,63.0,0.0,32.0,32.0,460.79999,0.0,,,
DEEPWATER-GMAJKI,2020-01-04 15:31:10,44.0,0.0,50.0,0.0,32.0,32.0,428.89999000000006,0.0,,,
DEEPWATER-EEJC2O,2020-01-04 15:31:27,23.1,3962.5999,62.0,277.79999,248.0,279.0,469.70001,0.30020356,,,
DEEPWATER-BZZIEL,2020-01-04 15:31:33,36.299999,3976.0,,374.39999,233.39999,285.79999,436.60001,0.10006786,,,
DEEPWATER-4TYG1P,2020-01-04 15:32:05,0.0,4149.1001,0.0,4151.0,222.59999,223.5,0.0,0.20013572,,,
DEEPWATER-4TYG1P,2020-01-04 15:34:05,0.0,4149.3999,0.0,4151.1001,222.59999,223.7,0.0,0.20013572,,,
DEEPWATER-GROQ2A,2020-01-04 15:34:06,21.5,4101.6001,57.0,535.90002,230.89999,278.60001,447.10001,0.20013572,,,
DEEPWATER-IDE13P,2020-01-04 15:34:28,65.0,3842.5999,55.0,448.79999,228.60001,267.10001,436.39999000000006,0.40027145,,,
DEEPWATER-BZZIEL,2020-01-04 15:34:33,36.400002,3972.0999,60.0,373.59998,233.39999,285.79999,460.39999000000006,0.10006786,,,
DEEPWATER-LGIE0L,2020-01-04 15:34:54,69.0,3378.6001,57.0,363.79999,234.89999,296.80002,445.20001,0.20013572,,,
DEEPWATER-0KPXEZ,2020-01-04 15:34:54,20.799999,4001.3997,58.0,240.5,268.20001,298.60001,,0.30020356,,,
DEEPWATER-M24OXR,2020-01-04 15:34:54,55.200001,3921.6997,55.0,427.49997,233.8,273.39999,420.39999000000006,0.20013572,,,
DEEPWATER-DTL53P,2020-01-04 15:35:08,27.9,4075.7,52.0,330.09998,237.60001,276.39999,396.60001,0.30020356,,,
DEEPWATER-1WHBG2,2020-01-04 15:35:23,101.3,4693.5996,63.0,1985.7999,226.8,295.0,,0.40027145,,,
DEEPWATER-MU3BOW,2020-01-04 15:36:11,64.599998,3831.5999,51.0,796.79993,215.39999,278.60001,,0.20013572,,,
DEEPWATER-A5W4QG,2020-01-04 15:40:00,22.6,3942.1001,54.0,273.60001,227.3,260.10001,,0.20013572,,,
DEEPWATER-RU0CIY,2020-01-04 15:40:00,28.0,3683.1001,55.5,362.79999,226.39999,313.20001,,0.30020356,,,
DEEPWATER-CEO3A4,2020-01-04 15:40:00,35.5,4063.0,65.5,306.79999,230.7,291.39999,437.20001,0.50033927,,,
DEEPWATER-UVG14O,2020-01-04 15:40:00,22.0,3608.7,53.299999,361.49997,243.89999,288.09998,,0.30020356,,,
DEEPWATER-JCS1GP,2020-01-04 15:40:00,23.200001,3943.5,58.599998,199.79999,257.5,304.20001,,0.40027145,,,
DEEPWATER-TPS1RK,2020-01-04 15:40:00,45.0,6838.9996,62.700001,1136.0,454.19998,653.59998,,0.20013572,,,
DEEPWATER-ISTQBO,2020-01-04 15:40:00,30.799999,3951.8,66.0,257.5,221.0,306.5,457.10001,0.30020356,,,
DEEPWATER-VKCG0Y,2020-01-04 15:40:31,24.799999,4169.6997,54.0,450.19998,235.39999,278.80002,423.10001,0.20013572,,,
DEEPWATER-34JETX,2020-01-04 15:41:06,25.6,0.0,52.5,0.0,32.0,32.0,413.29999,0.0,,,
DEEPWATER-BPUSBG,2020-01-04 15:43:01,62.5,4283.6997,56.0,564.0,228.0,282.39999,430.70001,0.20013572,,,
DEEPWATER-TXV4MX,2020-01-04 15:43:47,39.0,,55.5,,,,,,,,
DEEPWATER-EU2FJA,2020-01-04 15:43:50,50.599998,3903.8999,56.5,808.89996,230.89999,283.79999,468.0,1.1007465,,,
DEEPWATER-U3TTRI,2020-01-04 15:44:59,16.799999,7191.0,48.0,749.39996,468.20002,525.79998,382.0,0.60040712,,,
DEEPWATER-XX0DST,2020-01-04 15:47:03,23.4,3773.3999,62.5,200.7,253.2,291.69998,418.70001,0.30020356,,,
DEEPWATER-1UBHZV,2020-01-04 15:47:35,25.200001,4285.0996,,275.19998,256.5,284.40002000000004,476.79999,0.50033927,,,
DEEPWATER-453GJ0,2020-01-04 15:49:35,30.6,0.0,63.0,0.0,32.0,32.0,464.0,0.0,,,
DEEPWATER-GMAJKI,2020-01-04 15:51:10,44.099998,0.0,50.0,0.0,32.0,32.0,428.20001,0.0,,,
DEEPWATER-EEJC2O,2020-01-04 15:51:27,22.5,3975.0999,62.0,268.99997,250.0,280.39999,469.20001,0.30020356,,,
DEEPWATER-4TYG1P,2020-01-04 15:52:05,0.0,4149.2998,0.0,4151.0,222.59999,223.5,0.0,0.20013572,,,
DEEPWATER-RU0CIY,2020-01-04 15:53:30,27.0,3675.8999,55.5,355.39999,226.2,323.10001,,0.30020356,,,
DEEPWATER-GROQ2A,2020-01-04 15:54:06,21.1,4112.3999,57.0,534.2999900000001,230.89999,278.39999,445.29999,0.10006786,,,
DEEPWATER-AHJLPP,2020-01-04 15:54:11,29.0,3463.2998,59.900002,293.0,243.89999,280.39999,,0.30020356,,,
DEEPWATER-M24OXR,2020-01-04 15:54:54,55.299999,3823.0999,55.0,427.49997,233.8,273.39999,420.70001,0.20013572,,,
DEEPWATER-LGIE0L,2020-01-04 15:54:54,69.099998,3378.9001,57.0,363.19998,235.0,296.39999,445.29999,0.20013572,,,
DEEPWATER-0KPXEZ,2020-01-04 15:54:54,20.700001,4002.0,58.0,241.29999,268.0,298.19998,,0.30020356,,,
DEEPWATER-DTL53P,2020-01-04 15:55:08,27.6,4079.8999,52.0,331.39996,237.60001,276.39999,393.10001,0.30020356,,,
DEEPWATER-1WHBG2,2020-01-04 15:55:23,101.1,4694.8999,63.0,1985.8999,226.8,295.0,,0.50033927,,,
DEEPWATER-BZZIEL,2020-01-04 15:55:33,36.299999,3987.5999,60.0,373.0,233.39999,285.39999,451.10001,0.10006786,,,
DEEPWATER-MU3BOW,2020-01-04 15:56:11,64.099998,3844.2998,51.0,801.40002,215.60001,278.19998,,0.20013572,,,
DEEPWATER-RU0CIY,2020-01-04 15:57:16,30.0,3679.0999,55.400002,360.39999,226.39999,323.39999,,,,,
DEEPWATER-RU0CIY,2020-01-04 15:58:08,30.0,3678.0999,55.400002,360.70001,226.39999,321.30002,,,,,
DEEPWATER-CEO3A4,2020-01-04 16:00:00,34.5,4076.7998,65.5,306.79999,230.7,291.39999,432.79999,0.50033927,,,
DEEPWATER-UVG14O,2020-01-04 16:00:00,22.0,3608.5,53.299999,361.49997,243.89999,288.0,,0.30020356,,,
DEEPWATER-ISTQBO,2020-01-04 16:00:00,30.799999,3950.7,66.0,256.89999,221.0,306.29999,457.70001,0.30020356,,,
DEEPWATER-TPS1RK,2020-01-04 16:00:00,46.0,6834.0,62.799999,1134.8,454.19998,654.40002,,0.20013572,,,
DEEPWATER-A5W4QG,2020-01-04 16:00:00,22.700001,3943.8999,54.0,273.69998,227.3,260.10001,,0.20013572,,,
DEEPWATER-RU0CIY,2020-01-04 16:00:00,30.0,3675.0,55.5,361.29999,226.60001,320.40002000000004,,,,,
DEEPWATER-JCS1GP,2020-01-04 16:00:00,22.799999,3936.5999,58.200001,200.29999,257.5,304.20001,,0.30020356,,,
