WELL_ID,DATE,CURRENT,PRESS_DESC,FREQUENCY,PRESS_INT,TEMP_INT,TEMP_MOT,OUT_VOLT,VIBRATION,PRESS_INTK,TEMP_INTK,WellFailure,Estado,Estado_detallado
DEEPWATER-ROJ53V,2020-01-04 21:36:46,,3756.5999,48.5,238.89999,220.60001,252.10001,,,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-04 21:37:04,,3823.2998,64.0,1120.2999,222.39999,325.19998,,0.40027145,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:37:46,,3756.5999,48.400002,238.39999,,250.90001,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:38:46,,3756.4998,48.5,240.29999,,249.8,,,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-04 21:38:53,,3946.5999,55.0,309.19998,247.79999,284.40002000000004,,0.10006786,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:39:46,,3757.0999,48.400002,242.29999,,248.5,,,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-04 21:40:00,,4156.5996,53.5,479.0,232.0,267.79999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-ROJ53V,2020-01-04 21:40:46,,3757.0999,48.5,245.5,,246.89999,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:41:46,,3758.2998,48.400002,249.39999,,245.3,,0.20013572,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:42:46,,3764.0,48.400002,251.39999,,244.39999,,0.20013572,,,,Operativo,Otro
DEEPWATER-000XAR,2020-01-04 21:42:47,,3728.5,54.900002,1075.1,225.0,318.89999,,0.20013572,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:43:46,,3771.5,48.400002,252.8,,244.0,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:44:46,,3766.5999,48.5,254.59999,,243.89999,,,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-04 21:45:03,,3772.8999,53.0,331.79999,242.60001,304.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:45:46,,3761.7,48.400002,258.09998,220.60001,243.70001,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:46:46,,3760.6001,48.400002,259.5,220.60001,243.70001,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:47:46,,3760.0,48.400002,259.29999,,243.29999,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:48:46,,3759.8999,48.5,257.89999,,243.10001,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:49:46,,3759.8,48.5,258.39999,,,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:50:46,,3759.8999,48.400002,258.79999,,243.10001,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:51:46,,3759.8999,48.5,258.29999,,243.29999,,0.20013572,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:52:46,,3760.3999,48.400002,257.29999,,243.0,,0.20013572,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:53:46,,3760.2,48.5,256.10001,,243.0,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:54:46,,3760.0,48.400002,254.29999,,243.29999,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:55:46,,3759.8999,48.5,251.69998,220.60001,243.5,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:56:46,,3759.8,48.400002,251.8,220.60001,244.0,,,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-04 21:56:53,,3946.0999,54.900002,308.89999,247.79999,284.40002000000004,,0.20013572,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:57:46,,3759.8999,48.5,250.7,,244.60001,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:58:46,,3759.1997,48.400002,248.7,,245.3,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 21:59:46,,3758.4998,48.400002,246.5,,246.0,,,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-04 22:00:00,,4153.6997,53.400002,468.69998,232.0,267.79999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-ROJ53V,2020-01-04 22:00:46,,3757.2998,48.400002,243.7,,246.0,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 22:01:46,,3757.2998,48.400002,243.7,220.60001,246.60001,,0.20013572,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 22:02:46,,3757.3999,48.5,244.2,220.5,247.10001,,0.20013572,,,,Operativo,Otro
DEEPWATER-000XAR,2020-01-04 22:02:47,,3737.7,55.0,1075.5,225.0,318.89999,,0.20013572,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 22:03:46,,3757.0999,48.5,244.09999,,247.5,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 22:04:46,,3757.0999,48.5,243.89999,,247.60001,,,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-04 22:05:03,,3772.3999,52.900002,331.79999,242.60001,304.20001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 22:05:46,,3757.7998,48.400002,243.59999,,248.39999,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 22:06:46,,3756.4998,48.400002,243.39999,220.5,248.89999,,0.20013572,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-04 22:08:45,,3696.2,59.5,393.20001,233.8,256.30002,,0.0,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-04 22:17:04,,3821.3,64.0,1120.2,222.59999,325.60001,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-04 22:18:53,,3946.8999,54.900002,308.89999,247.79999,284.40002000000004,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-04 22:20:00,,4146.1997,53.400002,459.10001,232.0,267.79999,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-04 22:22:47,,3760.8999,55.0,1077.2,225.0,318.69998,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 22:24:46,,3763.0999,48.400002,250.99998,220.60001,246.60001,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-04 22:25:03,,3775.7998,52.900002,331.79999,242.60001,304.20001,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-04 22:28:45,,,59.5,,,,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 22:34:46,,3760.7,48.5,256.79999,220.60001,,,2.4436572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-04 22:37:04,,3820.8,64.099998,1120.1,222.39999,325.89999,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 22:37:46,,3760.3,48.5,250.7,220.60001,244.2,,0.20013572,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-04 22:38:53,,3948.5999,54.900002,308.89999,247.79999,284.40002000000004,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-04 22:40:00,,4141.8999,53.5,449.89999000000006,232.0,267.79999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-04 22:42:47,,3818.3999,54.900002,1085.6,225.0,318.39999,,0.20013572,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 22:44:46,,3757.6997,48.400002,243.7,220.5,247.5,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-04 22:45:03,,3776.0999,53.0,331.5,242.60001,304.20001,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-04 22:48:45,,3697.4998,59.5,394.99997,234.5,257.20001,,0.10006786,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-04 22:57:04,,3820.0,64.099998,1120.2,222.39999,326.29999,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-04 22:58:53,,3948.2998,54.900002,308.49997,247.60001,284.40002000000004,,0.30020356,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-04 23:00:00,,4136.2998,53.400002,441.10001,232.0,267.79999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-04 23:02:47,,3723.2998,55.0,1083.7999,225.0,318.89999,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 23:04:46,,3759.0999,48.400002,250.49998,220.60001,245.3,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-04 23:05:03,,3776.6001,52.900002,331.60001,242.60001,304.20001,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-04 23:08:45,,,59.5,,,,,,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-04 23:17:04,,3818.2998,64.099998,1120.2,222.39999,326.29999,,0.50033927,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-04 23:17:53,,3947.8999,54.900002,308.29999,247.79999,284.20001,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-04 23:20:00,,4133.2002,53.5,432.69998,231.8,267.60001,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-04 23:22:47,,3727.5999,54.900002,1076.7999,225.0,319.10001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 23:24:46,,3758.9998,48.400002,244.3,220.5,246.60001,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-04 23:25:03,,3776.6001,53.0,331.70001,242.60001,304.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-04 23:37:04,,3818.7998,64.099998,1119.9,222.59999,326.10001,,0.30020356,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-04 23:38:53,,3949.6001,55.0,308.29999,247.79999,284.20001,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-04 23:40:00,,4139.5996,53.400002,425.0,231.8,267.60001,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-04 23:42:47,,3768.3,55.0,1078.0,225.0,318.60001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-04 23:44:46,,3757.7998,48.5,246.59999,220.60001,248.20001,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-04 23:45:03,,3776.8,52.900002,331.79999,242.60001,304.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-04 23:56:31,,4142.2998,53.400002,418.89996,231.8,267.60001,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-51ZYBC,2020-01-04 23:57:04,,3818.6997,64.0,1120.0,222.39999,327.0,,0.50033927,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-04 23:58:53,,3949.6001,55.0,308.39999,247.79999,284.20001,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 00:00:00,,4143.0,53.5,418.0,231.8,267.60001,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 00:02:47,,3839.8,54.900002,1085.4,225.0,318.20001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-05 00:04:46,,3757.6997,48.5,245.19998,220.5,246.7,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 00:05:03,,3773.3999,53.0,331.79999,242.60001,304.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-05 00:08:45,,3698.0999,59.5,394.69998,234.0,256.10001,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-05 00:17:04,,3820.3999,64.0,1120.1,222.39999,327.60001,,0.30020356,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 00:20:00,,4143.2998,53.5,411.70001,231.8,267.39999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 00:22:47,,3882.3999,54.900002,1102.3,225.0,317.29999,,0.20013572,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-05 00:24:46,,3755.5999,48.5,242.89999,220.60001,247.79999,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 00:25:03,,3772.7998,52.900002,331.60001,242.60001,304.0,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-05 00:37:04,,3819.6997,64.099998,1120.2,222.39999,327.60001,,0.30020356,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-05 00:38:53,,3956.3999,54.900002,308.89999,247.79999,284.0,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 00:40:00,,4149.3999,53.5,406.59998,231.8,267.60001,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 00:42:47,,3761.3999,55.0,1096.5,225.0,318.89999,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-05 00:44:46,,3758.1997,48.400002,248.0,220.60001,246.0,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 00:45:03,,3772.3999,52.900002,331.60001,242.8,303.79999,,0.20013572,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-05 00:48:45,,3687.5999,59.5,395.60001,233.60001,256.60001,,0.20013572,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-05 00:56:53,,3947.9998,54.900002,309.0,247.60001,284.0,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-05 00:57:04,,3820.3999,64.099998,1120.1,222.39999,327.69998,,0.40027145,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 01:00:00,,4151.1001,53.5,401.89999,231.8,267.39999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 01:02:47,,3774.3999,55.0,1087.3,225.0,319.10001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-05 01:04:46,,3754.7998,48.5,239.0,220.60001,251.8,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 01:05:03,,3772.2998,53.0,331.70001,242.60001,304.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-05 01:08:45,,3692.0,59.5,395.19998,234.0,255.89999,,0.10006786,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 01:11:33,,4152.5,53.5,399.0,231.8,267.39999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-MECD2B,2020-01-05 01:17:53,,3946.8999,54.900002,308.89999,247.60001,284.20001,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 01:20:00,,4152.6001,53.5,397.5,231.8,267.39999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 01:22:47,,3875.3999,55.0,1092.2,224.8,318.60001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-05 01:24:46,,3758.2998,48.400002,250.89999,220.60001,245.7,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 01:25:03,,3772.2,52.900002,331.60001,242.60001,304.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-05 01:37:04,,3819.0999,64.0,1120.0,222.39999,327.69998,,0.30020356,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-05 01:38:53,,3948.4998,55.0,308.80002,247.79999,284.40002000000004,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 01:40:00,,4150.8999,53.5,393.29999,231.8,267.39999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 01:42:47,,4027.0999,55.0,1120.5,224.8,316.60001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-05 01:44:46,,3754.7,48.400002,240.5,220.60001,251.2,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 01:45:03,,3771.7998,53.0,331.5,242.60001,304.0,,0.20013572,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-05 01:48:45,,3683.3,59.5,394.79999,233.60001,255.89999,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-05 01:57:04,,3819.1997,64.099998,1120.2,222.39999,328.10001,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-05 01:58:53,,3947.1997,54.900002,308.59998,248.0,284.40002000000004,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 02:00:00,,4149.8999,53.400002,389.69998,231.8,267.30002,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 02:02:47,,4014.5,55.0,1143.7,224.8,316.19998,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-05 02:04:46,,3759.7,48.5,250.49998,220.60001,245.09999,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 02:05:03,,3773.7,52.900002,331.5,242.60001,303.79999,,0.20013572,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-05 02:08:45,,3687.3999,59.5,394.60001,233.8,256.30002,,0.20013572,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-05 02:17:53,,3948.1997,55.0,308.59998,247.79999,284.5,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 02:20:00,,4163.3999,53.400002,386.79999,231.8,267.10001,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 02:22:47,,3973.0999,55.0,1144.0,225.0,316.89999,,0.20013572,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-05 02:24:46,,3756.2998,48.5,239.79999,220.5,251.8,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 02:25:03,,3775.9998,52.900002,331.5,242.60001,303.79999,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-05 02:28:45,,3694.7,59.5,393.89999,233.60001,256.30002,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-05 02:37:04,,3819.5999,64.099998,1120.2999,222.39999,328.59998,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-05 02:38:53,,3946.9998,55.0,308.39999,248.0,284.5,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 02:40:00,,4158.2002,53.5,383.5,231.8,267.30002,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 02:42:47,,3846.0,55.0,1121.4999,224.8,318.20001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-05 02:44:46,,3760.0,48.400002,251.89999,220.60001,244.89999,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 02:45:03,,3775.7998,53.0,331.39996,242.60001,303.79999,,0.20013572,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-05 02:56:53,,3946.4998,54.900002,308.19998,248.0,284.5,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-05 02:57:04,,3820.0,64.199997,1120.2999,222.39999,328.5,,0.50033927,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 03:00:00,,4169.2998,53.5,380.79999,231.8,267.10001,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 03:02:47,,3935.7,54.900002,1117.7999,224.8,317.70001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-05 03:04:46,,3755.5999,48.400002,241.2,220.5,254.09999,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 03:05:03,,3776.9001,53.0,331.39996,242.60001,303.79999,,0.30020356,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-05 03:17:04,,3820.8,64.099998,1120.4,222.39999,328.79999,,0.30020356,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-05 03:17:53,,3945.2,54.900002,308.10001,248.0,284.69998,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 03:20:00,,4170.1997,53.400002,378.39999,231.8,267.30002,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-UY0V1O,2020-01-05 03:21:31,,4170.2998,54.0,378.29999,231.59999,267.10001,,,,,,Operativo,Anómalo 🔴
DEEPWATER-UY0V1O,2020-01-05 03:22:07,,4172.5,53.5,378.20001,231.59999,267.10001,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 03:22:47,,4013.5999,55.0,1133.2,224.60001,316.60001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-05 03:24:46,,3760.0,48.400002,251.2,220.60001,244.0,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 03:25:03,,3773.2,53.0,331.39996,242.60001,304.0,,0.20013572,,,,Operativo,Otro
DEEPWATER-000XAR,2020-01-05 03:30:47,,4053.0999,55.0,1142.3999,224.60001,316.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-05 03:37:04,,3821.6001,64.099998,1120.4,222.39999,329.0,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-05 03:38:53,,3953.2,54.900002,308.19998,248.0,284.5,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 03:40:00,,4173.6997,53.5,376.29999,231.59999,266.89999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 03:42:47,,4065.5,54.900002,1154.7999,224.8,315.70001,,0.30020356,,,,Operativo,Anómalo 🔴
DEEPWATER-ROJ53V,2020-01-05 03:44:46,,3755.0,48.5,241.2,220.5,253.60001,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 03:45:03,,3772.2998,53.0,331.39996,242.60001,304.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-05 03:48:45,,3688.9998,59.5,394.60001,234.10001,255.7,,0.20013572,,,,Operativo,Otro
DEEPWATER-000XAR,2020-01-05 03:48:47,,4049.0999,55.0,1157.8999,224.8,315.70001,,0.30020356,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-05 03:56:53,,3948.7998,55.0,308.19998,247.79999,284.69998,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-05 03:57:04,,3822.5,64.0,1120.5,222.39999,329.20001,,0.40027145,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 04:00:00,,4176.1001,53.5,374.59998,231.59999,266.89999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 04:02:47,,3969.0999,55.0,1147.2,224.8,316.89999,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-05 04:04:46,,3758.4998,48.5,252.19998,220.60001,243.89999,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 04:05:03,,3772.9998,53.0,331.29999,242.60001,304.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 04:12:31,,4178.1997,53.5,373.39999,231.59999,266.89999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-UY0V1O,2020-01-05 04:14:31,,4174.8999,53.5,373.29999,,267.10001,,,,,,Operativo,Anómalo 🔴
DEEPWATER-UY0V1O,2020-01-05 04:16:04,,4178.1001,53.5,373.19998,,267.10001,,,,,,Operativo,Anómalo 🔴
DEEPWATER-51ZYBC,2020-01-05 04:17:04,,3821.3999,64.099998,1120.6,222.39999,329.0,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-05 04:17:53,,3946.0999,54.900002,307.89999,247.79999,284.5,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 04:19:09,,4175.2998,53.5,373.0,,266.89999,,,,,,Operativo,Anómalo 🔴
DEEPWATER-UY0V1O,2020-01-05 04:20:00,,4175.5,53.400002,372.89999,,266.89999,,,,,,Operativo,Anómalo 🔴
DEEPWATER-UY0V1O,2020-01-05 04:22:01,,4178.0,53.5,372.60001,231.59999,267.10001,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 04:22:47,,3817.8999,54.900002,1124.4,224.8,318.89999,,0.30020356,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 04:24:01,,4177.0,53.5,372.60001,231.59999,266.89999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-ROJ53V,2020-01-05 04:24:46,,3752.5999,48.400002,239.59999,220.5,253.60001,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 04:25:03,,3773.3999,52.900002,331.39996,242.60001,304.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 04:27:07,,4179.0,53.5,372.29999,,267.10001,,,,,,Operativo,Anómalo 🔴
DEEPWATER-3J5ZXG,2020-01-05 04:28:45,,3692.5,59.5,394.09998,235.39999,257.39999,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 04:30:31,,4176.7998,53.5,372.0,231.59999,267.10001,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-MECD2B,2020-01-05 04:35:53,,3946.7998,54.900002,307.89999,248.0,284.69998,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-05 04:37:04,,3821.0,64.099998,1120.7,222.39999,329.0,,0.40027145,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 04:40:00,,4177.1001,53.400002,371.29999,231.59999,267.10001,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 04:42:47,,3906.0999,54.900002,1113.2,224.8,318.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 04:45:03,,3772.5,53.0,331.19998,242.60001,304.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 04:48:31,,4178.1001,53.400002,370.70001,231.59999,267.10001,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-51ZYBC,2020-01-05 04:57:04,,3821.1001,64.099998,1120.7,222.39999,329.40002000000004,,0.30020356,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-05 04:58:53,,3944.2,54.900002,307.70001,248.0,284.69998,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-05 05:00:00,,4177.7998,53.400002,370.0,231.59999,266.89999,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-05 05:02:47,,3992.6997,54.900002,1127.7999,224.8,316.89999,,0.20013572,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-05 05:04:46,,3753.8999,48.400002,241.89999,220.60001,253.60001,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-05 05:05:03,,3772.5999,52.900002,331.19998,242.39999,304.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-05 05:08:45,,3692.7,,394.19998,234.10001,256.10001,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-05 05:17:04,,3821.1001,64.099998,1120.8999,222.39999,329.69998,,0.40027145,,,,Operativo,Otro
